Provinsi,Kabupaten/Kota,Indikator,Jumlah
Aceh,Kota Subulussalam,Difabel 3,20
Aceh,Pidie Jaya,Difabel 3,59
Bali,Badung,Difabel 3,86
Bali,Bangli,Difabel 3,118
Bali,Buleleng,Difabel 3,61
Bali,Gianyar,Difabel 3,178
Bali,Jembrana,Difabel 3,167
Bali,Karangasem,Difabel 3,206
Bali,Klungkung,Difabel 3,78
Bali,Kota Denpasar,Difabel 3,45
Bali,Tabanan,Difabel 3,233
Banten,Kota Serang,Difabel 3,70
Banten,Kota Tangerang,Difabel 3,206
Banten,Lebak,Difabel 3,298
Banten,Tangerang,Difabel 3,192
Bengkulu,Kota Bengkulu,Difabel 3,51
Gorontalo,Gorontalo Utara,Difabel 3,78
Gorontalo,Kota Gorontalo,Difabel 3,101
Jambi,Kerinci,Difabel 3,53
Jambi,Kota Jambi,Difabel 3,141
Jambi,Merangin,Difabel 3,79
Jawa Barat,Bandung,Difabel 3,479
Jawa Barat,Bandung Barat,Difabel 3,265
Jawa Barat,Bekasi,Difabel 3,315
Jawa Barat,Bogor,Difabel 3,367
Jawa Barat,Ciamis,Difabel 3,775
Jawa Barat,Cianjur,Difabel 3,364
Jawa Barat,Cirebon,Difabel 3,355
Jawa Barat,Garut,Difabel 3,535
Jawa Barat,Indramayu,Difabel 3,440
Jawa Barat,Karawang,Difabel 3,317
Jawa Barat,Kota Bandung,Difabel 3,254
Jawa Barat,Kota Banjar,Difabel 3,127
Jawa Barat,Kota Bekasi,Difabel 3,135
Jawa Barat,Kota Bogor,Difabel 3,133
Jawa Barat,Kota Cimahi,Difabel 3,176
Jawa Barat,Kota Cirebon,Difabel 3,151
Jawa Barat,Kota Depok,Difabel 3,245
Jawa Barat,Kota Sukabumi,Difabel 3,125
Jawa Barat,Kota Tasikmalaya,Difabel 3,183
Jawa Barat,Kuningan,Difabel 3,561
Jawa Barat,Majalengka,Difabel 3,511
Jawa Barat,Pangandaran,Difabel 3,219
Jawa Barat,Purwakarta,Difabel 3,192
Jawa Barat,Subang,Difabel 3,380
Jawa Barat,Sukabumi,Difabel 3,620
Jawa Barat,Sumedang,Difabel 3,359
Jawa Barat,Tasikmalaya,Difabel 3,629
Jawa Tengah,Banjarnegara,Difabel 3,725
Jawa Tengah,Banyumas,Difabel 3,872
Jawa Tengah,Batang,Difabel 3,273
Jawa Tengah,Blora,Difabel 3,260
Jawa Tengah,Boyolali,Difabel 3,295
Jawa Tengah,Brebes,Difabel 3,290
Jawa Tengah,Cilacap,Difabel 3,829
Jawa Tengah,Demak,Difabel 3,271
Jawa Tengah,Grobogan,Difabel 3,403
Jawa Tengah,Jepara,Difabel 3,258
Jawa Tengah,Karanganyar,Difabel 3,281
Jawa Tengah,Kebumen,Difabel 3,612
Jawa Tengah,Kendal,Difabel 3,433
Jawa Tengah,Klaten,Difabel 3,488
Jawa Tengah,Kota Magelang,Difabel 3,38
Jawa Tengah,Kota Pekalongan,Difabel 3,78
Jawa Tengah,Kota Salatiga,Difabel 3,54
Jawa Tengah,Kota Semarang,Difabel 3,211
Jawa Tengah,Kota Surakarta,Difabel 3,178
Jawa Tengah,Kota Tegal,Difabel 3,52
Jawa Tengah,Kudus,Difabel 3,138
Jawa Tengah,Magelang,Difabel 3,463
Jawa Tengah,Pati,Difabel 3,655
Jawa Tengah,Pekalongan,Difabel 3,339
Jawa Tengah,Pemalang,Difabel 3,335
Jawa Tengah,Purbalingga,Difabel 3,586
Jawa Tengah,Purworejo,Difabel 3,297
Jawa Tengah,Rembang,Difabel 3,219
Jawa Tengah,Semarang,Difabel 3,78
Jawa Tengah,Sragen,Difabel 3,314
Jawa Tengah,Sukoharjo,Difabel 3,503
Jawa Tengah,Tegal,Difabel 3,346
Jawa Tengah,Temanggung,Difabel 3,270
Jawa Tengah,Wonogiri,Difabel 3,634
Jawa Tengah,Wonosobo,Difabel 3,242
Jawa Timur,Bangkalan,Difabel 3,3203
Jawa Timur,Banyuwangi,Difabel 3,414
Jawa Timur,Blitar,Difabel 3,826
Jawa Timur,Bojonegoro,Difabel 3,295
Jawa Timur,Bondowoso,Difabel 3,206
Jawa Timur,Gresik,Difabel 3,132
Jawa Timur,Jember,Difabel 3,386
Jawa Timur,Jombang,Difabel 3,625
Jawa Timur,Kediri,Difabel 3,488
Jawa Timur,Kota Batu,Difabel 3,47
Jawa Timur,Kota Blitar,Difabel 3,76
Jawa Timur,Kota Kediri,Difabel 3,178
Jawa Timur,Kota Madiun,Difabel 3,44
Jawa Timur,Kota Malang,Difabel 3,162
Jawa Timur,Kota Mojokerto,Difabel 3,52
Jawa Timur,Kota Pasuruan,Difabel 3,43
Jawa Timur,Kota Probolinggo,Difabel 3,133
Jawa Timur,Kota Surabaya,Difabel 3,313
Jawa Timur,Lamongan,Difabel 3,813
Jawa Timur,Lumajang,Difabel 3,342
Jawa Timur,Madiun,Difabel 3,282
Jawa Timur,Magetan,Difabel 3,88
Jawa Timur,Malang,Difabel 3,486
Jawa Timur,Mojokerto,Difabel 3,371
Jawa Timur,Nganjuk,Difabel 3,292
Jawa Timur,Ngawi,Difabel 3,372
Jawa Timur,Pacitan,Difabel 3,239
Jawa Timur,Pamekasan,Difabel 3,320
Jawa Timur,Pasuruan,Difabel 3,365
Jawa Timur,Ponorogo,Difabel 3,420
Jawa Timur,Probolinggo,Difabel 3,160
Jawa Timur,Sampang,Difabel 3,49
Jawa Timur,Sidoarjo,Difabel 3,366
Jawa Timur,Situbondo,Difabel 3,402
Jawa Timur,Sumenep,Difabel 3,286
Jawa Timur,Trenggalek,Difabel 3,300
Jawa Timur,Tuban,Difabel 3,245
Jawa Timur,Tulungagung,Difabel 3,211
Kalimantan Barat,Bengkayang,Difabel 3,104
Kalimantan Barat,Kapuas Hulu,Difabel 3,237
Kalimantan Barat,Kayong Utara,Difabel 3,41
Kalimantan Barat,Ketapang,Difabel 3,149
Kalimantan Barat,Kota Pontianak,Difabel 3,150
Kalimantan Barat,Kota Singkawang,Difabel 3,84
Kalimantan Barat,Kubu Raya,Difabel 3,61
Kalimantan Barat,Landak,Difabel 3,246
Kalimantan Barat,Melawi,Difabel 3,70
Kalimantan Barat,Mempawah,Difabel 3,129
Kalimantan Barat,Sambas,Difabel 3,210
Kalimantan Barat,Sanggau,Difabel 3,109
Kalimantan Barat,Sekadau,Difabel 3,89
Kalimantan Barat,Sintang,Difabel 3,289
Kalimantan Selatan,Hulu Sungai Selatan,Difabel 3,166
Kalimantan Selatan,Tabalong,Difabel 3,88
Kalimantan Selatan,Tanah Laut,Difabel 3,96
Kalimantan Selatan,Tapin,Difabel 3,62
Kalimantan Tengah,Barito Timur,Difabel 3,24
Kalimantan Tengah,Barito Utara,Difabel 3,72
Kalimantan Tengah,Gunung Mas,Difabel 3,70
Kalimantan Tengah,Kapuas,Difabel 3,60
Kalimantan Tengah,Katingan,Difabel 3,83
Kalimantan Tengah,Kota Palangkaraya,Difabel 3,55
Kalimantan Tengah,Lamandau,Difabel 3,45
Kalimantan Tengah,Murung Raya,Difabel 3,41
Kalimantan Tengah,Pulang Pisau,Difabel 3,61
Kalimantan Tengah,Seruyan,Difabel 3,16
Kalimantan Tengah,Sukamara,Difabel 3,14
Kalimantan Timur,Berau,Difabel 3,45
Kalimantan Timur,Kota Balikpapan,Difabel 3,124
Kalimantan Timur,Kota Bontang,Difabel 3,46
Kalimantan Timur,Kota Samarinda,Difabel 3,127
Kalimantan Timur,Kutai Barat,Difabel 3,124
Kalimantan Timur,Kutai Kartanegara,Difabel 3,298
Kalimantan Timur,Kutai Timur,Difabel 3,39
Kalimantan Timur,Mahakam Ulu,Difabel 3,37
Kalimantan Timur,Paser,Difabel 3,42
Kalimantan Timur,Penajam Paser Utara,Difabel 3,41
Kalimantan Utara,Kota Tarakan,Difabel 3,131
Kepulauan Bangka Belitung,Bangka,Difabel 3,112
Kepulauan Bangka Belitung,Belitung,Difabel 3,93
Kepulauan Bangka Belitung,Kota Pangkalpinang,Difabel 3,44
Kepulauan Riau,Kota Tanjungpinang,Difabel 3,50
Lampung,Kota Bandar Lampung,Difabel 3,146
Lampung,Kota Metro,Difabel 3,59
Lampung,Lampung Barat,Difabel 3,45
Lampung,Lampung Selatan,Difabel 3,116
Lampung,Lampung Tengah,Difabel 3,130
Lampung,Lampung Timur,Difabel 3,288
Lampung,Lampung Utara,Difabel 3,48
Lampung,Mesuji,Difabel 3,63
Lampung,Pesawaran,Difabel 3,61
Lampung,Pesisir Barat,Difabel 3,27
Lampung,Pringsewu,Difabel 3,76
Lampung,Tanggamus,Difabel 3,112
Lampung,Tulang Bawang,Difabel 3,30
Lampung,Tulang Bawang Barat,Difabel 3,44
Lampung,Way Kanan,Difabel 3,182
Maluku,Buru,Difabel 3,15
Maluku,Buru Selatan,Difabel 3,1
Maluku,Kepulauan Aru,Difabel 3,6
Maluku,Kota Ambon,Difabel 3,30
Maluku,Kota Tual,Difabel 3,9
Maluku,Maluku Barat Daya,Difabel 3,31
Maluku,Maluku Tengah,Difabel 3,48
Maluku,Maluku Tenggara,Difabel 3,25
Maluku,Maluku Tenggara Barat,Difabel 3,59
Maluku,Seram Bagian Barat,Difabel 3,55
Maluku,Seram Bagian Timur,Difabel 3,1
Maluku Utara,Halmahera Barat,Difabel 3,19
Maluku Utara,Halmahera Selatan,Difabel 3,8
Maluku Utara,Halmahera Tengah,Difabel 3,30
Maluku Utara,Halmahera Timur,Difabel 3,25
Maluku Utara,Halmahera Utara,Difabel 3,27
Maluku Utara,Kepulauan Sula,Difabel 3,22
Maluku Utara,Kota Ternate,Difabel 3,62
Maluku Utara,Kota Tidore Kepulauan,Difabel 3,33
Maluku Utara,Pulau Morotai,Difabel 3,2
Maluku Utara,Pulau Taliabu,Difabel 3,6
Nusa Tenggara Barat,Bima,Difabel 3,297
Nusa Tenggara Barat,Dompu,Difabel 3,139
Nusa Tenggara Barat,Kota Bima,Difabel 3,98
Nusa Tenggara Barat,Kota Mataram,Difabel 3,138
Nusa Tenggara Barat,Lombok Barat,Difabel 3,220
Nusa Tenggara Barat,Lombok Tengah,Difabel 3,359
Nusa Tenggara Barat,Lombok Timur,Difabel 3,379
Nusa Tenggara Barat,Lombok Utara,Difabel 3,94
Nusa Tenggara Barat,Sumbawa,Difabel 3,265
Nusa Tenggara Barat,Sumbawa Barat,Difabel 3,49
Nusa Tenggara Timur,Alor,Difabel 3,59
Nusa Tenggara Timur,Belu,Difabel 3,37
Nusa Tenggara Timur,Ende,Difabel 3,49
Nusa Tenggara Timur,Flores Timur,Difabel 3,106
Nusa Tenggara Timur,Kota Kupang,Difabel 3,77
Nusa Tenggara Timur,Kupang,Difabel 3,108
Nusa Tenggara Timur,Lembata,Difabel 3,102
Nusa Tenggara Timur,Malaka,Difabel 3,120
Nusa Tenggara Timur,Manggarai,Difabel 3,110
Nusa Tenggara Timur,Manggarai Barat,Difabel 3,130
Nusa Tenggara Timur,Manggarai Timur,Difabel 3,58
Nusa Tenggara Timur,Nagekeo,Difabel 3,64
Nusa Tenggara Timur,Ngada,Difabel 3,70
Nusa Tenggara Timur,Rote Ndao,Difabel 3,83
Nusa Tenggara Timur,Sabu Raijua,Difabel 3,59
Nusa Tenggara Timur,Sikka,Difabel 3,191
Nusa Tenggara Timur,Sumba Barat,Difabel 3,54
Nusa Tenggara Timur,Sumba Barat Daya,Difabel 3,9
Nusa Tenggara Timur,Sumba Tengah,Difabel 3,13
Nusa Tenggara Timur,Sumba Timur,Difabel 3,169
Nusa Tenggara Timur,Timor Tengah Selatan,Difabel 3,114
Nusa Tenggara Timur,Timor Tengah Utara,Difabel 3,260
Papua,Asmat,Difabel 3,0
Papua,Biak Numfor,Difabel 3,23
Papua,Boven Digoel,Difabel 3,2
Papua,Deiyai,Difabel 3,0
Papua,Dogiyai,Difabel 3,3
Papua,Intan Jaya,Difabel 3,7
Papua,Jayapura,Difabel 3,19
Papua,Jayawijaya,Difabel 3,0
Papua,Keerom,Difabel 3,5
Papua,Kepulauan Yapen,Difabel 3,10
Papua,Kota Jayapura,Difabel 3,36
Papua,Lanny Jaya,Difabel 3,0
Papua,Mamberamo Raya,Difabel 3,0
Papua,Mamberamo Tengah,Difabel 3,1
Papua,Mappi,Difabel 3,5
Papua,Merauke,Difabel 3,34
Papua,Mimika,Difabel 3,3
Papua,Nabire,Difabel 3,19
Papua,Nduga,Difabel 3,1
Papua,Paniai,Difabel 3,0
Papua,Pegunungan Bintang,Difabel 3,0
Papua,Puncak,Difabel 3,0
Papua,Puncak Jaya,Difabel 3,363
Papua,Sarmi,Difabel 3,1
Papua,Supiori,Difabel 3,0
Papua,Tolikara,Difabel 3,0
Papua,Waropen,Difabel 3,1
Papua,Yahukimo,Difabel 3,1
Papua,Yalimo,Difabel 3,0
Riau,Bengkalis,Difabel 3,54
Riau,Indragiri Hilir,Difabel 3,296
Riau,Indragiri Hulu,Difabel 3,177
Riau,Kampar,Difabel 3,190
Riau,Kepulauan Meranti,Difabel 3,70
Riau,Kota Dumai,Difabel 3,90
Riau,Kota Pekanbaru,Difabel 3,87
Riau,Kuantan Singingi,Difabel 3,51
Riau,Pelalawan,Difabel 3,56
Riau,Rokan Hilir,Difabel 3,87
Riau,Rokan Hulu,Difabel 3,122
Riau,Siak,Difabel 3,98
Sulawesi Barat,Mamasa,Difabel 3,67
Sulawesi Barat,Polewali Mandar,Difabel 3,248
Sulawesi Selatan,Bantaeng,Difabel 3,157
Sulawesi Selatan,Barru,Difabel 3,138
Sulawesi Selatan,Bone,Difabel 3,375
Sulawesi Selatan,Bulukumba,Difabel 3,346
Sulawesi Selatan,Enrekang,Difabel 3,251
Sulawesi Selatan,Gowa,Difabel 3,311
Sulawesi Selatan,Jeneponto,Difabel 3,108
Sulawesi Selatan,Kepulauan Selayar,Difabel 3,191
Sulawesi Selatan,Kota Makassar,Difabel 3,198
Sulawesi Selatan,Kota Palopo,Difabel 3,46
Sulawesi Selatan,Kota Pare Pare,Difabel 3,72
Sulawesi Selatan,Luwu,Difabel 3,265
Sulawesi Selatan,Luwu Timur,Difabel 3,192
Sulawesi Selatan,Luwu Utara,Difabel 3,179
Sulawesi Selatan,Maros,Difabel 3,134
Sulawesi Selatan,Pangkajene Dan Kepulauan,Difabel 3,303
Sulawesi Selatan,Pinrang,Difabel 3,102
Sulawesi Selatan,Sidenreng Rappang,Difabel 3,117
Sulawesi Selatan,Sinjai,Difabel 3,141
Sulawesi Selatan,Soppeng,Difabel 3,188
Sulawesi Selatan,Takalar,Difabel 3,214
Sulawesi Selatan,Tana Toraja,Difabel 3,217
Sulawesi Selatan,Toraja Utara,Difabel 3,127
Sulawesi Selatan,Wajo,Difabel 3,186
Sulawesi Tengah,Donggala,Difabel 3,54
Sulawesi Tengah,Morowali,Difabel 3,36
Sulawesi Tengah,Parigi Moutong,Difabel 3,133
Sulawesi Tenggara,Bombana,Difabel 3,105
Sulawesi Tenggara,Buton,Difabel 3,40
Sulawesi Tenggara,Buton Selatan,Difabel 3,51
Sulawesi Tenggara,Buton Tengah,Difabel 3,32
Sulawesi Tenggara,Buton Utara,Difabel 3,9
Sulawesi Tenggara,Kolaka,Difabel 3,63
Sulawesi Tenggara,Kolaka Timur,Difabel 3,80
Sulawesi Tenggara,Kolaka Utara,Difabel 3,89
Sulawesi Tenggara,Konawe,Difabel 3,134
Sulawesi Tenggara,Konawe Kepulauan,Difabel 3,20
Sulawesi Tenggara,Konawe Selatan,Difabel 3,116
Sulawesi Tenggara,Konawe Utara,Difabel 3,41
Sulawesi Tenggara,Kota Bau Bau,Difabel 3,43
Sulawesi Tenggara,Kota Kendari,Difabel 3,80
Sulawesi Tenggara,Muna,Difabel 3,80
Sulawesi Tenggara,Muna Barat,Difabel 3,36
Sulawesi Tenggara,Wakatobi,Difabel 3,70
Sulawesi Utara,Bolaang Mongondow Utara,Difabel 3,53
Sulawesi Utara,Kep. Siau Tagulandang Biaro,Difabel 3,56
Sulawesi Utara,Kepulauan Talaud,Difabel 3,38
Sulawesi Utara,Kota Kotamobagu,Difabel 3,10
Sulawesi Utara,Minahasa,Difabel 3,57
Sulawesi Utara,Minahasa Tenggara,Difabel 3,28
Sumatera Barat,Kota Padang,Difabel 3,243
Sumatera Barat,Kota Padang Panjang,Difabel 3,21
Sumatera Barat,Kota Pariaman,Difabel 3,45
Sumatera Barat,Kota Sawahlunto,Difabel 3,48
Sumatera Selatan,Banyuasin,Difabel 3,87
Sumatera Selatan,Empat Lawang,Difabel 3,8
Sumatera Selatan,Kota Lubuklinggau,Difabel 3,23
Sumatera Selatan,Kota Pagar Alam,Difabel 3,32
Sumatera Selatan,Kota Palembang,Difabel 3,76
Sumatera Selatan,Kota Prabumulih,Difabel 3,23
Sumatera Selatan,Lahat,Difabel 3,122
Sumatera Selatan,Muara Enim,Difabel 3,139
Sumatera Selatan,Musi Banyuasin,Difabel 3,140
Sumatera Selatan,Musi Rawas,Difabel 3,86
Sumatera Selatan,Musi Rawas Utara,Difabel 3,24
Sumatera Selatan,Ogan Ilir,Difabel 3,153
Sumatera Selatan,Ogan Komering Ilir,Difabel 3,77
Sumatera Selatan,Ogan Komering Ulu,Difabel 3,113
Sumatera Selatan,Ogan Komering Ulu Selatan,Difabel 3,74
Sumatera Selatan,Ogan Komering Ulu Timur,Difabel 3,253
Sumatera Selatan,Penukal Abab Lematang Ilir,Difabel 3,53
Sumatera Utara,Asahan,Difabel 3,178
Sumatera Utara,Batu Bara,Difabel 3,67
Sumatera Utara,Dairi,Difabel 3,37
Sumatera Utara,Deli Serdang,Difabel 3,218
Sumatera Utara,Humbang Hasundutan,Difabel 3,38
Sumatera Utara,Karo,Difabel 3,15
Sumatera Utara,Kota Binjai,Difabel 3,44
Sumatera Utara,Kota Gunungsitoli,Difabel 3,51
Sumatera Utara,Kota Medan,Difabel 3,86
Sumatera Utara,Kota Padang Sidimpuan,Difabel 3,25
Sumatera Utara,Kota Pematangsiantar,Difabel 3,19
Sumatera Utara,Kota Sibolga,Difabel 3,28
Sumatera Utara,Kota Tanjung Balai,Difabel 3,31
Sumatera Utara,Kota Tebing Tinggi,Difabel 3,59
Sumatera Utara,Labuhanbatu,Difabel 3,17
Sumatera Utara,Labuhanbatu Selatan,Difabel 3,38
Sumatera Utara,Labuhanbatu Utara,Difabel 3,63
Sumatera Utara,Langkat,Difabel 3,102
Sumatera Utara,Mandailing Natal,Difabel 3,39
Sumatera Utara,Nias,Difabel 3,158
Sumatera Utara,Nias Barat,Difabel 3,31
Sumatera Utara,Nias Selatan,Difabel 3,46
Sumatera Utara,Nias Utara,Difabel 3,80
Sumatera Utara,Padang Lawas,Difabel 3,9
Sumatera Utara,Padang Lawas Utara,Difabel 3,13
Sumatera Utara,Pakpak Bharat,Difabel 3,29
Sumatera Utara,Samosir,Difabel 3,56
Sumatera Utara,Serdang Bedagai,Difabel 3,191
Sumatera Utara,Simalungun,Difabel 3,201
Sumatera Utara,Tapanuli Selatan,Difabel 3,95
Sumatera Utara,Tapanuli Tengah,Difabel 3,170
Sumatera Utara,Tapanuli Utara,Difabel 3,8
Sumatera Utara,Toba Samosir,Difabel 3,84
Aceh,Aceh Selatan,Difabel 4,136
Aceh,Kota Subulussalam,Difabel 4,11
Aceh,Pidie Jaya,Difabel 4,65
Bali,Badung,Difabel 4,112
Bali,Bangli,Difabel 4,72
Bali,Buleleng,Difabel 4,69
Bali,Gianyar,Difabel 4,171
Bali,Jembrana,Difabel 4,135
Bali,Karangasem,Difabel 4,191
Bali,Klungkung,Difabel 4,89
Bali,Kota Denpasar,Difabel 4,51
Bali,Tabanan,Difabel 4,180
Banten,Kota Serang,Difabel 4,34
Banten,Kota Tangerang,Difabel 4,141
Banten,Lebak,Difabel 4,143
Banten,Tangerang,Difabel 4,123
Bengkulu,Kota Bengkulu,Difabel 4,48
Gorontalo,Gorontalo Utara,Difabel 4,55
Gorontalo,Kota Gorontalo,Difabel 4,104
Jambi,Kerinci,Difabel 4,30
Jambi,Kota Jambi,Difabel 4,102
Jambi,Merangin,Difabel 4,51
Jawa Barat,Bandung,Difabel 4,294
Jawa Barat,Bandung Barat,Difabel 4,132
Jawa Barat,Bekasi,Difabel 4,144
Jawa Barat,Bogor,Difabel 4,150
Jawa Barat,Ciamis,Difabel 4,484
Jawa Barat,Cianjur,Difabel 4,170
Jawa Barat,Cirebon,Difabel 4,265
Jawa Barat,Garut,Difabel 4,285
Jawa Barat,Indramayu,Difabel 4,255
Jawa Barat,Karawang,Difabel 4,183
Jawa Barat,Kota Bandung,Difabel 4,163
Jawa Barat,Kota Banjar,Difabel 4,110
Jawa Barat,Kota Bekasi,Difabel 4,76
Jawa Barat,Kota Bogor,Difabel 4,69
Jawa Barat,Kota Cimahi,Difabel 4,195
Jawa Barat,Kota Cirebon,Difabel 4,135
Jawa Barat,Kota Depok,Difabel 4,204
Jawa Barat,Kota Sukabumi,Difabel 4,62
Jawa Barat,Kota Tasikmalaya,Difabel 4,112
Jawa Barat,Kuningan,Difabel 4,415
Jawa Barat,Majalengka,Difabel 4,296
Jawa Barat,Pangandaran,Difabel 4,145
Jawa Barat,Purwakarta,Difabel 4,94
Jawa Barat,Subang,Difabel 4,185
Jawa Barat,Sukabumi,Difabel 4,269
Jawa Barat,Sumedang,Difabel 4,207
Jawa Barat,Tasikmalaya,Difabel 4,307
Jawa Tengah,Banjarnegara,Difabel 4,380
Jawa Tengah,Banyumas,Difabel 4,506
Jawa Tengah,Batang,Difabel 4,87
Jawa Tengah,Blora,Difabel 4,127
Jawa Tengah,Boyolali,Difabel 4,220
Jawa Tengah,Brebes,Difabel 4,134
Jawa Tengah,Cilacap,Difabel 4,278
Jawa Tengah,Demak,Difabel 4,134
Jawa Tengah,Grobogan,Difabel 4,220
Jawa Tengah,Jepara,Difabel 4,159
Jawa Tengah,Karanganyar,Difabel 4,177
Jawa Tengah,Kebumen,Difabel 4,435
Jawa Tengah,Kendal,Difabel 4,191
Jawa Tengah,Klaten,Difabel 4,538
Jawa Tengah,Kota Magelang,Difabel 4,44
Jawa Tengah,Kota Pekalongan,Difabel 4,109
Jawa Tengah,Kota Salatiga,Difabel 4,66
Jawa Tengah,Kota Semarang,Difabel 4,168
Jawa Tengah,Kota Surakarta,Difabel 4,214
Jawa Tengah,Kota Tegal,Difabel 4,42
Jawa Tengah,Kudus,Difabel 4,101
Jawa Tengah,Magelang,Difabel 4,286
Jawa Tengah,Pati,Difabel 4,460
Jawa Tengah,Pekalongan,Difabel 4,242
Jawa Tengah,Pemalang,Difabel 4,264
Jawa Tengah,Purbalingga,Difabel 4,249
Jawa Tengah,Purworejo,Difabel 4,186
Jawa Tengah,Rembang,Difabel 4,178
Jawa Tengah,Semarang,Difabel 4,62
Jawa Tengah,Sragen,Difabel 4,217
Jawa Tengah,Sukoharjo,Difabel 4,590
Jawa Tengah,Tegal,Difabel 4,234
Jawa Tengah,Temanggung,Difabel 4,150
Jawa Tengah,Wonogiri,Difabel 4,425
Jawa Tengah,Wonosobo,Difabel 4,179
Jawa Timur,Bangkalan,Difabel 4,2
Jawa Timur,Banyuwangi,Difabel 4,321
Jawa Timur,Blitar,Difabel 4,793
Jawa Timur,Bojonegoro,Difabel 4,215
Jawa Timur,Bondowoso,Difabel 4,106
Jawa Timur,Gresik,Difabel 4,87
Jawa Timur,Jember,Difabel 4,349
Jawa Timur,Jombang,Difabel 4,644
Jawa Timur,Kediri,Difabel 4,698
Jawa Timur,Kota Batu,Difabel 4,21
Jawa Timur,Kota Blitar,Difabel 4,111
Jawa Timur,Kota Kediri,Difabel 4,136
Jawa Timur,Kota Madiun,Difabel 4,20
Jawa Timur,Kota Malang,Difabel 4,144
Jawa Timur,Kota Mojokerto,Difabel 4,116
Jawa Timur,Kota Pasuruan,Difabel 4,24
Jawa Timur,Kota Probolinggo,Difabel 4,36
Jawa Timur,Kota Surabaya,Difabel 4,306
Jawa Timur,Lamongan,Difabel 4,293
Jawa Timur,Lumajang,Difabel 4,169
Jawa Timur,Madiun,Difabel 4,187
Jawa Timur,Magetan,Difabel 4,87
Jawa Timur,Malang,Difabel 4,274
Jawa Timur,Mojokerto,Difabel 4,225
Jawa Timur,Nganjuk,Difabel 4,246
Jawa Timur,Ngawi,Difabel 4,204
Jawa Timur,Pacitan,Difabel 4,151
Jawa Timur,Pamekasan,Difabel 4,178
Jawa Timur,Pasuruan,Difabel 4,179
Jawa Timur,Ponorogo,Difabel 4,259
Jawa Timur,Probolinggo,Difabel 4,120
Jawa Timur,Sampang,Difabel 4,36
Jawa Timur,Sidoarjo,Difabel 4,252
Jawa Timur,Situbondo,Difabel 4,175
Jawa Timur,Sumenep,Difabel 4,134
Jawa Timur,Trenggalek,Difabel 4,126
Jawa Timur,Tuban,Difabel 4,129
Jawa Timur,Tulungagung,Difabel 4,204
Kalimantan Barat,Bengkayang,Difabel 4,66
Kalimantan Barat,Kapuas Hulu,Difabel 4,114
Kalimantan Barat,Kayong Utara,Difabel 4,32
Kalimantan Barat,Ketapang,Difabel 4,57
Kalimantan Barat,Kota Pontianak,Difabel 4,86
Kalimantan Barat,Kota Singkawang,Difabel 4,59
Kalimantan Barat,Kubu Raya,Difabel 4,14
Kalimantan Barat,Landak,Difabel 4,223
Kalimantan Barat,Melawi,Difabel 4,44
Kalimantan Barat,Mempawah,Difabel 4,79
Kalimantan Barat,Sambas,Difabel 4,136
Kalimantan Barat,Sanggau,Difabel 4,60
Kalimantan Barat,Sekadau,Difabel 4,69
Kalimantan Barat,Sintang,Difabel 4,176
Kalimantan Selatan,Hulu Sungai Selatan,Difabel 4,159
Kalimantan Selatan,Tabalong,Difabel 4,75
Kalimantan Selatan,Tanah Laut,Difabel 4,42
Kalimantan Selatan,Tapin,Difabel 4,36
Kalimantan Tengah,Barito Timur,Difabel 4,23
Kalimantan Tengah,Barito Utara,Difabel 4,37
Kalimantan Tengah,Gunung Mas,Difabel 4,47
Kalimantan Tengah,Kapuas,Difabel 4,54
Kalimantan Tengah,Katingan,Difabel 4,66
Kalimantan Tengah,Kota Palangkaraya,Difabel 4,51
Kalimantan Tengah,Lamandau,Difabel 4,20
Kalimantan Tengah,Murung Raya,Difabel 4,31
Kalimantan Tengah,Pulang Pisau,Difabel 4,46
Kalimantan Tengah,Seruyan,Difabel 4,13
Kalimantan Tengah,Sukamara,Difabel 4,16
Kalimantan Timur,Berau,Difabel 4,24
Kalimantan Timur,Kota Balikpapan,Difabel 4,80
Kalimantan Timur,Kota Bontang,Difabel 4,20
Kalimantan Timur,Kota Samarinda,Difabel 4,89
Kalimantan Timur,Kutai Barat,Difabel 4,33
Kalimantan Timur,Kutai Kartanegara,Difabel 4,205
Kalimantan Timur,Kutai Timur,Difabel 4,99
Kalimantan Timur,Mahakam Ulu,Difabel 4,13
Kalimantan Timur,Paser,Difabel 4,27
Kalimantan Timur,Penajam Paser Utara,Difabel 4,28
Kalimantan Utara,Kota Tarakan,Difabel 4,71
Kepulauan Bangka Belitung,Bangka,Difabel 4,87
Kepulauan Bangka Belitung,Belitung,Difabel 4,70
Kepulauan Bangka Belitung,Kota Pangkalpinang,Difabel 4,50
Kepulauan Riau,Kota Tanjungpinang,Difabel 4,50
Lampung,Kota Bandar Lampung,Difabel 4,115
Lampung,Kota Metro,Difabel 4,28
Lampung,Lampung Barat,Difabel 4,21
Lampung,Lampung Selatan,Difabel 4,69
Lampung,Lampung Tengah,Difabel 4,100
Lampung,Lampung Timur,Difabel 4,201
Lampung,Lampung Utara,Difabel 4,42
Lampung,Mesuji,Difabel 4,61
Lampung,Pesawaran,Difabel 4,23
Lampung,Pesisir Barat,Difabel 4,31
Lampung,Pringsewu,Difabel 4,50
Lampung,Tanggamus,Difabel 4,69
Lampung,Tulang Bawang,Difabel 4,22
Lampung,Tulang Bawang Barat,Difabel 4,17
