Perusahaan,Sektor
PT Beauty Link,Manufacturing / Production
PT Bechtel Equipment Services,Heavy Industrial/Machinery/Equipment
PT Bechtel Indonesia,Construction / Building / Engineering
PT Bedil Indonesia,Computer/Information Technology (Hardware)
PT Bedrock Brand Consultants,Consulting (Business & Management)
PT Bee Cheng Hiang Hup Chong Foodstuff Indonesia,Retail/Merchandise
PT Bee Solution Partners,"Consulting (IT, Science, Engineering & Technical)"
PT Beeffood Indonesia,Chemical / Fertilizers / Pesticides
PT Beefs Tech Media,Computer/Information Technology (Software)
PT Beeholiday Mitra Wisata,Travel / Tourism
PT Beer Garden Indonesia,Food & Beverage/Catering/Restaurant
PT Beesco Indonesia,Textiles/Garment
PT Beetlebox Indonesia,Computer / Information Technology (Software)
PT Behaestex,Manufacturing/Production
PT Behire International Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Behn Meyer Agricare,Chemical/Fertilizers/Pesticides
PT Behn Meyer Chemicals,Manufacturing/Production
PT Behn Meyer Pupuk & Agrokimia,BioTechnology / Pharmaceutical / Clinical research
PT Behrindo Nusaperkasa,Healthcare/Medical
PT Behrindotama Buana,General & Wholesale Trading
PT Beiersdorf Indonesia,Consumer Products/FMCG
PT Beijing Dazheng Plastic Indonesia,Manufacturing/Production
PT Beijing Shenwu Environment And Energy Technology,Environment/Health/Safety
PT Bejana Kencana,Advertising/Marketing/Promotion/PR
PT Bekaert Advanced Filtration,Heavy Industrial/Machinery/Equipment
PT Bekaert Indonesia,Manufacturing/Production
PT Bekal Karya Abadi,Consulting (Business & Management)
PT Bekasi Asri Pemula Tbk,Property / Real Estate
"PT Bekasi Fajar Industrial Estate, Tbk",Property/Real Estate
PT Bekasi Metal Inti Megah,Mining
PT Bekasi Motor (WING Dealer Honda),Automobile/Automotive Ancillary/Vehicle
PT Bekisar,Computer/Information Technology (Software)
PT BEKO Appliances Indonesia,Electrical & Electronics
PT Bela Co,Construction / Building / Engineering
PT Bela Group,Construction/Building/Engineering
PT Belajar Kopi Bersama,Education
PT Belant Persada,Computer / Information Technology (Hardware)
PT Belanti Barat Damai,Human Resources Management / Consulting
PT Belanusa Sejahtera,Textiles / Garment
PT Belawan Indah,Transportation/Logistics
PT Belcarina Panca Jaya,Manufacturing/Production
PT Belcindo Sinar Mulia,Manufacturing/Production
PT Belden Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Belengkong Mineral Resources,Mining
PT Belgana Permata Abadi,Construction / Building / Engineering
PT Belgrafika Indonesia,Printing/Publishing
PT Beli Domain,"Consulting (IT, Science, Engineering & Technical)"
PT Belia Indonesia Global,Grooming/Beauty/Fitness
PT BELICIA DEKORINDO ABADI,Construction/Building/Engineering
PT Belinda Jaya,Food & Beverage/Catering/Restaurant
PT Belinda Jaya - Hatten,Retail / Merchandise
PT Belitonite One,Others
PT Belitung Mandiri Mulia Indah (Belitung),Hotel / Hospitality
PT Belitung Permai Abadi,Consulting (Business & Management)
PT Bell Indonesia,Others
PT Bella Agung Citra Mandiri,Manufacturing/Production
PT Bella Nitec Machinery,General & Wholesale Trading
PT Bellasima,Manufacturing/Production
PT Bellasima (Jakarta),General & Wholesale Trading
PT BellaVita Group Indonesia,Accounting/Audit/Tax Services
PT Belle International,Manufacturing/Production
PT Bellevue Indonesia,General & Wholesale Trading
PT Belleza,Others
PT Bellsonica Indonesia,Manufacturing / Production
PT Bellua Asia Pacific,Consulting (Business & Management)
PT BELT COLLINS INTERNATIONAL BALI,Architectural Services/Interior Designing
PT Belture Indonesia,Healthcare / Medical
PT Benakat Petroleum Energy,Oil / Gas / Petroleum
PT Benang Amefird Indonesia,Textiles/Garment
PT Benang Komunika Infotama,Telecommunication
PT Benberg Arome Indonesia,Chemical/Fertilizers/Pesticides
PT Bencoolen Hotel Indonesia,Hotel / Hospitality
PT Bendanson,Human Resources Management / Consulting
PT Bende Lembaran Baru,Manufacturing/Production
PT Benebelle Interior Furnishings,Architectural Services/Interior Designing
PT BENEFIQA INTERNASIONAL GRUP,Healthcare/Medical
PT Benefiqa International Grup,Others
PT Benefit One Indonesia,Environment / Health / Safety
PT Benelli Anugerah Motor Pusaka,Automobile/Automotive Ancillary/Vehicle
PT Benelli Motor Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Bengawan Inti Kharisma ( Solo Grand Mall ),Retail / Merchandise
PT Bengawan Melta Boga,Food & Beverage/Catering/Restaurant
PT Bengawan Partners,Property/Real Estate
PT Bengawan Solo Garment Indonesia,Textiles / Garment
PT Bengkel Crossfit,Sports
PT Bengkulu Bio Energi,Mining
PT Benika Prima Loka (Kosenda Hotel),Hotel / Hospitality
PT Bening Bestari,Consulting (Business & Management)
PT Bening Big Tree Farms,Others
PT Bening Guru Semesta,Computer / Information Technology (Software)
PT Bening Lestari,Automobile / Automotive Ancillary / Vehicle
PT Bening Mata Santosa (Bening Mata Tour & Travel),Travel/Tourism
PT Benini,Advertising/Marketing/Promotion/PR
PT Benjamin Bersaudara,General & Wholesale Trading
PT Benli Indonesia,Heavy Industrial / Machinery / Equipment
PT Benoa Jaya Farm,Agricultural/Plantation/Poultry/Fisheries
PT Bens Prakarsa Murni,Heavy Industrial/Machinery/Equipment
PT Benson Power Mobility,Automobile / Automotive Ancillary / Vehicle
PT Bentala Niaga,General & Wholesale Trading
pt bentala nusa perdana,Accounting / Audit / Tax Services
PT Bentala Nusa Persada,BioTechnology / Pharmaceutical / Clinical research
PT BENTALA SAKTI GLOBALINDO,General & Wholesale Trading
PT Bentala Warnatama,Manufacturing / Production
PT Bentang Design Aestetik,Arts / Design / Fashion
PT Bentang MitraGuna,Computer / Information Technology (Software)
PT Bentang Pustaka,Printing/Publishing
PT Bentani Permai Hotel,Hotel/Hospitality
PT Bentara Agung Perkasa,Construction / Building / Engineering
PT Bentara Citra Andhika,Advertising/Marketing/Promotion/PR
PT Bentara Dirgantara,Construction/Building/Engineering
PT Bentara Sinergi Multi Finance Unit Karanganyar,Banking / Financial Services
PT Bentara Sinergies Multifinance (Bess Finance) Solo,Banking / Financial Services
PT Bentara Sinergies Multifinance (Bess Finance) Yogyakarta,Banking / Financial Services
PT Benteler Distribution Indonesia,General & Wholesale Trading
PT Benteng Api Technic,Manufacturing/Production
PT Benteng Indo Raya,Construction/Building/Engineering
PT Benteng Jasa Indonesia,Consulting (Business & Management)
PT Benteng Mas Abadi,Manufacturing/Production
PT Benteng Multi Indotama,Retail/Merchandise
PT Benteng Perkasa Indonesia,Transportation/Logistics
PT Bento Warrior Indonesia,Food & Beverage / Catering / Restaurant
PT Bentuk Metakreasi,Arts/Design/Fashion
PT Bentuk Warna Citra,Advertising/Marketing/Promotion/PR
PT Bentz Jaz Indonesia,General & Wholesale Trading
PT Benua Andalan Samudera,Consumer Products/FMCG
PT Benua Cakra Petrolindo,Heavy Industrial/Machinery/Equipment
PT BENUA GREEN ENERGY,Others
PT Benua Hamparan Luas - Debenhams Dept Store,Retail/Merchandise
PT Benua Kencana Makmur,Polymer / Plastic / Rubber / Tyres
PT Benua Mining,Mining
PT Benua Nusantara,Human Resources Management / Consulting
PT Benua Penta Global,Food & Beverage/Catering/Restaurant
PT Benua Samudera Kargo,Transportation/Logistics
PT Benua Usaha Lestari Kertas,Manufacturing/Production
PT Benuamas Sukses Anugerah,Grooming/Beauty/Fitness
PT Benzine Indonesia Perkasa,Oil/Gas/Petroleum
PT Beon Intermedia,Computer/Information Technology (Hardware)
PT Beonskin Pesona Indonesia,Healthcare/Medical
PT Berani Maju Sejahtera,Retail / Merchandise
PT Berastagi Bintang Asia,Hotel/Hospitality
PT Berau Coal,Mining
PT Berau Coal Energy Tbk,Mining
PT BERCA BUANA SAKTI,Construction/Building/Engineering
PT Berca Cakra Teknologi,Computer / Information Technology (Hardware)
PT Berca Cakra Teknologi (Makassar),Others
PT Berca Cakra Teknologi (Semarang),Computer/Information Technology (Software)
PT Berca Carrier Indonesia,Heavy Industrial/Machinery/Equipment
PT Berca Computel Cabang Bali,Manufacturing / Production
PT Berca Global Access,Telecommunication
PT Berca Global Access (Makassar),Computer / Information Technology (Software)
PT Berca Hardayaperkasa (hinet),Telecommunication
PT Berca Mandiri Perkasa,Construction/Building/Engineering
PT Berca Schindler Lifts,Manufacturing/Production
PT Berca Sportindo,Retail / Merchandise
PT Berca Sportindo (The Grand Palace),Construction / Building / Engineering
PT Berdikari Anugerah Mobil,Automobile/Automotive Ancillary/Vehicle
PT Berdikari Bersaudara Group,Transportation/Logistics
PT Berdikari Cita Sejahtera,General & Wholesale Trading
PT Berdikari Indo Super Grosir,Consumer Products/FMCG
PT Berdikari Jaya Bersama,Oil/Gas/Petroleum
PT Berdikari Metal and Engineering,Construction/Building/Engineering
PT Berdikari Meubel Nusantara,Wood/Fibre/Paper
PT Berdikari Pondasi Perkasa,Construction/Building/Engineering
PT Berdikari Putra Perkasa,Property / Real Estate
PT Berdiri Matahari Logistik (Hitachi Transport System - Indonesia),Transportation/Logistics
PT Berdua Tours & Travel Batam,Travel / Tourism
PT Berdua Tours & Travel Jakarta,Travel / Tourism
PT Bergabung Bersama Kami,Computer/Information Technology (Software)
PT Bergh International,Advertising / Marketing / Promotion / PR
PT Berhasil Indonesia Gemilang,Construction/Building/Engineering
PT Berina Tirta Gemilang,General & Wholesale Trading
PT Berindo Jaya,Agricultural/Plantation/Poultry/Fisheries
PT Beringin Graha Cendana,Property/Real Estate
PT Beringin Graha Utama,Property / Real Estate
PT Beringin Timur Jaya,Construction / Building / Engineering
PT Beringinmas Jaya Abadi,General & Wholesale Trading
PT Berita Nusantara,Advertising/Marketing/Promotion/PR
PT Berito Jaya Medika,Healthcare/Medical
PT Beriwijaya Asri,Property / Real Estate
PT Berjaya Berkat Global,Accounting/Audit/Tax Services
PT Berjaya Cosway Indonesia,Consumer Products / FMCG
PT Berjaya Cosway Indonesia (Cabang Semarang),Retail / Merchandise
PT BERJAYA DIGITAL MARKETING,Advertising/Marketing/Promotion/PR
PT Berjaya Equipment and Service,General & Wholesale Trading
PT Berjaya Indah Gemilang,Manufacturing / Production
PT Berjaya Mahanugrah Abadi,General & Wholesale Trading
PT Berjaya Manajemen - Divisi Ibu Moza,Human Resources Management/Consulting
PT Berjaya Nusantara Energi,Manufacturing / Production
PT Berjaya Sally Ceria ( Sour Sally ),Food & Beverage/Catering/Restaurant
PT Berjaya Sejati Propertindo,Property/Real Estate
PT Berjaya Tigabintang,Manufacturing / Production
PT Berkah Abadi Lestari Sentosa,Food & Beverage/Catering/Restaurant
PT Berkah Adira Freda,Consulting (Business & Management)
PT Berkah Ananda,Transportation/Logistics
PT Berkah Asia Pacific,Automobile/Automotive Ancillary/Vehicle
PT Berkah Bumi Bali,Food & Beverage/Catering/Restaurant
PT Berkah Cipta Karya,Consulting (Business & Management)
PT Berkah Cipta Persada,Electrical & Electronics
PT Berkah Citarasa Bersama,Food & Beverage/Catering/Restaurant
PT Berkah Emas Sumber Terang,Manufacturing / Production
PT Berkah Esa Perkasa,General & Wholesale Trading
PT Berkah Indo Garment Demak,Manufacturing/Production
PT Berkah Inovasi Global (BIG SOLUTIONS),Computer/Information Technology (Software)
PT Berkah Jaya Lestari,Healthcare/Medical
PT Berkah Jaya Sentosa,"Consulting (IT, Science, Engineering & Technical)"
PT Berkah Karunia Energi Mandiri,General & Wholesale Trading
PT Berkah Karya Kaltim,Mining
PT Berkah Kawasan Manyar Sejahtera,Construction/Building/Engineering
PT Berkah Kelola Dana,Computer/Information Technology (Software)
PT Berkah Logam Makmur,Manufacturing/Production
PT Berkah Madani Sejahtera,Consulting (Business & Management)
PT Berkah Malindo Perkasa,Retail/Merchandise
PT Berkah Manis Makmur,Manufacturing/Production
PT Berkah Manis Makmur (jakarta),Manufacturing/Production
PT Berkah Mega Prathama,General & Wholesale Trading
PT Berkah Mirza Insani,Consulting (Business & Management)
PT Berkah Pikiran Rakyat,Advertising / Marketing / Promotion / PR
PT Berkah Pratama Fuel,Oil / Gas / Petroleum
PT Berkah Sawit Abadi,Agricultural / Plantation / Poultry / Fisheries
PT Berkah SekawanAbadi,Manufacturing/Production
PT Berkah Suskses Cemerlang,Printing/Publishing
PT Berkah Tani Sejahtera,Agricultural/Plantation/Poultry/Fisheries
PT Berkah Tirta Anugerah,Construction / Building / Engineering
PT Berkah Tobacco Indonesia,Tobacco
PT Berkah Ukhuwah Berlapan (JOGJA SCRUMMY),Food & Beverage/Catering/Restaurant
PT Berkah Ukhuwah Bertiga,Food & Beverage/Catering/Restaurant
PT Berkah Usaha Servis,Human Resources Management/Consulting
PT Berkah Utama Alloy,Manufacturing/Production
PT Berkahjaya Tehnik Sentosa,Electrical & Electronics
PT Berkania Promosindo,Exhibitions / Event management / MICE
PT BERKAT,Marine/Aquaculture
PT Berkat Abadi Surya Cemerlang (Denpasar),Manufacturing / Production
PT Berkat Abadi Surya Cemerlang (Kediri),Automobile/Automotive Ancillary/Vehicle
PT Berkat Agri Raya,General & Wholesale Trading
PT Berkat Agro Nusantara,Manufacturing / Production
PT Berkat Agung Indonesia,Manufacturing/Production
PT Berkat Air Laut,Heavy Industrial / Machinery / Equipment
PT Berkat AirHidup Abadi,Semiconductor / Wafer Fabrication
PT Berkat Alam Sukses,General & Wholesale Trading
PT Berkat Animasi Internasional Indonesia,Retail/Merchandise
PT Berkat Anugerah Agung,Transportation/Logistics
PT Berkat Anugerah Inovasi Kreatif,Advertising/Marketing/Promotion/PR
PT Berkat Anugerah Murni,Construction/Building/Engineering
PT Berkat Anugrah,Consumer Products / FMCG
PT Berkat Anugrah Lestari,General & Wholesale Trading
PT Berkat Bersama Properti,Property/Real Estate
PT Berkat Bima Sentana,Utilities / Power
PT Berkat Borneo Coal,Mining
PT Berkat Busanatama Garmindo,Textiles / Garment
PT Berkat Cahaya Propertindo,Property/Real Estate
PT Berkat Cakra Indonesia,General & Wholesale Trading
PT BERKAT CAKRA INDONESIA (ZEGEN),Others
PT Berkat Cargo Express,Transportation/Logistics
PT Berkat Cipta Kreasi,General & Wholesale Trading
PT Berkat Enggal Makmur,General & Wholesale Trading
PT Berkat Gemilang Sukses,Property/Real Estate
PT Berkat Indah lestari,Healthcare / Medical
PT Berkat Indo-Opple Gemilang,Electrical & Electronics
PT Berkat Inovasi Megah,Computer/Information Technology (Hardware)
PT Berkat Integra Tbk.,Oil/Gas/Petroleum
PT Berkat Inti Kreasi (H Group),Food & Beverage / Catering / Restaurant
PT Berkat Jaya Abadi,Healthcare/Medical
PT Berkat Jaya Abadi Indonesia,General & Wholesale Trading
PT Berkat Jaya Beton,Accounting/Audit/Tax Services
PT Berkat Jaya Land,Property/Real Estate
PT Berkat Jaya Niagatama,Automobile / Automotive Ancillary / Vehicle
PT Berkat Jaya Rasa,Food & Beverage / Catering / Restaurant
PT BERKAT KANA ABADI,Food & Beverage/Catering/Restaurant
PT Berkat Kana Abadi (Jakarta),Food & Beverage/Catering/Restaurant
PT Berkat Karya Laris,Consumer Products/FMCG
PT Berkat Kasih Anugerah,Advertising/Marketing/Promotion/PR
PT Berkat Kasih Mulia,Retail / Merchandise
PT Berkat Kriya Tritunggal,Architectural Services/Interior Designing
PT Berkat Lumbung Sejahtera,General & Wholesale Trading
PT Berkat Makmur Sejahtera Abadi,Manufacturing/Production
PT Berkat Manunggal Energi,Oil / Gas / Petroleum
PT Berkat Manunggal Jaya,Manufacturing/Production
PT Berkat Mulia Pratama,Property / Real Estate
PT Berkat Mulia Wiratama,Construction/Building/Engineering
PT Berkat Nusantara Internasional,Exhibitions/Event management/MICE
PT Berkat Pangan Sejahtera,Food & Beverage/Catering/Restaurant
PT Berkat Perkasa,Consumer Products/FMCG
PT Berkat Plywood,Property / Real Estate
PT Berkat Sahabat Komunikasi,Computer/Information Technology (Hardware)
PT Berkat Sarana Lines,Manufacturing / Production
PT Berkat Sarana Mandiri,General & Wholesale Trading
PT Berkat Sarana Teknik,Construction / Building / Engineering
PT Berkat Semesta Solusi,Banking/Financial Services
PT Berkat Sentosa Abadi,Food & Beverage/Catering/Restaurant
PT Berkat Sentral Abadi Farma,Chemical/Fertilizers/Pesticides
PT Berkat Sinar Sentosa,Consulting (Business & Management)
PT Berkat Sinar Sentosa Cabang Surabaya,Human Resources Management / Consulting
PT Berkat Subuh Transpor (Surabaya),Human Resources Management / Consulting
PT Berkat Sukses Sejahtera,Manufacturing/Production
PT Berkat Sukses Selalu / Fuerte,Manufacturing / Production
PT BERKAT TECHNICA ABADI,Heavy Industrial/Machinery/Equipment
PT Berkat Teknologi Utama,Computer/Information Technology (Hardware)
PT Berkat Terang Dunia Jaya Abadi,Environment / Health / Safety
PT Berkat Tiga Putri,Retail / Merchandise
PT Berkat Travel Mandiri,Travel / Tourism
PT Berkat Unggul Pratama (Jakarta),General & Wholesale Trading
PT Berkat Usaha Jaya,Textiles/Garment
PT Berkat Utama Sukses Mandiri,Consumer Products/FMCG
PT Berkat Wahana Saudara,Food & Beverage/Catering/Restaurant
PT Berkat Wahana Sukses,Transportation/Logistics
PT Berkatama Tourindo Jaya,Travel / Tourism
PT Berkatindo Inti Berjaya,Consumer Products / FMCG
PT Berkatkurnia Mitraabadi ( BKMA ),Construction/Building/Engineering
PT Berkiar Bersama Bendera,Property/Real Estate
PT Berko Berkah Mandiri,Construction/Building/Engineering
PT Berkshire Asia,Consulting (Business & Management)
